,global_id,created_at,updated_at,external_id,deleted_at,name,certificate_number,address1,address2,city,state_code,postal_code,country_code,phone,type,code,is_live,expired_at,suspended,Full_Address,main-address,Lat,Lon
1534,WAWA1.MM16N,1/1/1900 00:00,1/5/2021 18:06,2131,,HERBAN MARKET,603583006,3965 BETHEL RD SE STE 3,,PORT ORCHARD,WA,983661915,US,3608133644,dispensary,R427457,TRUE,2/27/2021 16:00,FALSE,3965 BETHEL RD SE STE 3 PORT ORCHARD,"3965, Bethel Road Southeast, East Port Orchard, Port Orchard, Kitsap County, Washington, 98366, United States",47.51681516,-122.6310747
1535,WAWA1.MM16O,1/1/1900 00:00,1/5/2021 18:06,2132,,KALEAFA,603586169,22834 PACIFIC HWY S,,DES MOINES,WA,981987262,US,3602861348,dispensary,R422251,FALSE,2/27/2019 16:00,TRUE,22834 PACIFIC HWY S DES MOINES,"Escape Campervans, 22834, Pacific Highway South, Pacific Ridge, Des Moines, King County, Washington, 98198, United States",47.3966391,-122.2949068
1541,WAWA1.MM16U,1/1/1900 00:00,1/5/2021 18:06,2139,,THE FIRE HOUSE,603587731,1714 CANYON RD,,ELLENSBURG,WA,989269739,US,3607910112,dispensary,R400772,TRUE,2/27/2021 16:00,FALSE,1714 CANYON RD ELLENSBURG,"The Firehouse NW, 1714, Canyon Road, Ellensburg, Kittitas County, Washington, 98926, United States",46.9758484,-120.5408232
1552,WAWA1.MM175,1/1/1900 00:00,1/5/2021 18:06,2156,,"HIGH TIDE COMPANIES, LLC",604431390,11325 HIGHWAY 99,,EVERETT,WA,982044816,US,0,dispensary,R420894,TRUE,3/30/2021 17:00,FALSE,11325 HIGHWAY 99 EVERETT,"State Highway 99, Cascade View, Everett, Snohomish County, Washington, 98203, United States",47.9149366,-122.2109921
1553,WAWA1.MM176,1/1/1900 00:00,1/5/2021 18:06,2157,,ALWAYS GREENER DOWNTOWN,603598900,15937 REDMOND WAY STE B,,REDMOND,WA,980523836,US,4258615497,dispensary,R415486,TRUE,3/30/2021 17:00,FALSE,15937 REDMOND WAY STE B REDMOND,"15937, Redmond Way, Redmond Center, Redmond, King County, Washington, 98052, United States",47.674559,-122.128551
1557,WAWA1.MM17A,1/1/1900 00:00,7/12/2019 18:33,2166,,SATORIMJ                                     ,603589184,712 5TH ST                    ,,CLARKSTON               ,WA,992120000,US,2062350635,dispensary,R422764,TRUE,2/28/2020 16:00,FALSE,712 5TH ST                     CLARKSTON               ,"712, 5th Street, Clarkston, Asotin County, Washington, 99403, United States",46.41480562,-117.044359
1558,WAWA1.MM17B,1/1/1900 00:00,1/5/2021 18:06,2168,,SWEET RELEAF,603579856,14637 STATE ROUTE 20,,MOUNT VERNON,WA,982737276,US,3605882250,dispensary,R413385,TRUE,1/30/2022 16:00,FALSE,14637 STATE ROUTE 20 MOUNT VERNON,"George Washington's Mount Vernon, 3200, Mount Vernon Memorial Highway, Woodland Park, Riverside Estates, Mount Vernon, Fairfax County, Virginia, 22121, United States",38.710179,-77.08881985
1559,WAWA1.MM17C,1/1/1900 00:00,7/12/2019 18:33,2169,,FIVE POINTS OF PIERCE COUNTY LLC             ,603447713,RETAIL TITLE CERTIFICATE      ,,CHEHALIS                ,WA,983711085,US,2532731260,dispensary,R424498,FALSE,10/30/2018 17:00,TRUE,RETAIL TITLE CERTIFICATE       CHEHALIS                ,,,
1561,WAWA1.MM17E,1/1/1900 00:00,1/5/2021 18:06,2173,,SEAWEED RETAIL,604348908,21412 HIGHWAY 99 STE A,,EDMONDS,WA,980267748,US,4255333589,dispensary,R422570,TRUE,11/29/2021 16:00,FALSE,21412 HIGHWAY 99 STE A EDMONDS,"Highway 99, Edmonds, Snohomish County, Washington, 98026, United States",47.7793848,-122.3462632
1563,WAWA1.MM17G,1/1/1900 00:00,1/5/2021 18:06,2175,,WASHINGTON STATE CANNABIS COMPANY,603585993,2415 ROBERTSON DRIVE,,RICHLAND,WA,993540000,US,2066607221,dispensary,R414559,TRUE,2/27/2022 16:00,FALSE,2415 ROBERTSON DRIVE RICHLAND,"2415, Robertson Drive, Tri-Cities, Benton County, Washington, 99354, United States",46.32120383,-119.3017103
1564,WAWA1.MM17H,1/1/1900 00:00,1/5/2021 18:06,2175,,DISCOVERY BAY CANNABIS,603585993,282023 HWY 101,,PORT TOWNSEND,WA,983689331,US,2066607221,dispensary,R423036,TRUE,2/27/2022 16:00,FALSE,282023 HWY 101 PORT TOWNSEND,"Port Townsend Highschool Tennis Court, Blaine Street, Port Townsend, Jefferson County, Washington, United States",48.11776925,-122.7671873
1565,WAWA1.MM17I,1/1/1900 00:00,1/5/2021 18:06,2175,,PUGET SOUND CANNABIS COMPANY,603585993,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,980374576,US,2066607221,dispensary,R422526,FALSE,2/27/2019 16:00,TRUE,RETAIL TITLE CERTIFICATE LYNNWOOD,,,
1566,WAWA1.MM17J,1/1/1900 00:00,1/5/2021 18:06,2176,,HWY 420,602762982,11493 CLEAR CREEK RD,,SILVERDALE,WA,983839657,US,3604408671,dispensary,R413427,TRUE,9/29/2021 17:00,FALSE,11493 CLEAR CREEK RD SILVERDALE,,47.64454,-122.69487
1570,WAWA1.MM17N,1/1/1900 00:00,1/5/2021 18:06,2187,,FLOYD'S CANNABIS COMPANY,603580889,5952 AIRPORT RD,,PULLMAN,WA,991638958,US,5098723080,dispensary,R422055,TRUE,2/27/2021 16:00,FALSE,5952 AIRPORT RD PULLMAN,"Airport Road, Pullman, Whitman County, Washington, 99164, United States",46.7448247,-117.1119833
1573,WAWA1.MM17Q,1/1/1900 00:00,1/5/2021 18:06,2193,,SWEET LEAF 3,604414421,24090 NE STATE ROUTE 3 STE I,,BELFAIR,WA,985289665,US,3602751181,dispensary,R422298,TRUE,3/30/2021 17:00,FALSE,24090 NE STATE ROUTE 3 STE I BELFAIR,"24090, Northeast State Route 3, Belfair, Mason County, Washington, 98528, United States",47.4540957,-122.8208737
1579,WAWA1.MM17W,1/1/1900 00:00,1/5/2021 18:06,2198,,HIGH MOMENTS,604398201,6620 N MARKET ST STE 100,,SPOKANE,WA,992177809,US,3605611664,dispensary,R422431,FALSE,1/30/2021 16:00,TRUE,6620 N MARKET ST STE 100 SPOKANE,"6620, North Market Street, Hillyard, Spokane County, Washington, 99217, United States",47.71834718,-117.3643764
1580,WAWA1.MM17X,1/1/1900 00:00,1/5/2021 18:06,2199,,GREEN SOLUTION PLACE,603349837,1845 1ST ST,,CHENEY,WA,990041966,US,2539732476,dispensary,R422504,TRUE,11/29/2021 16:00,FALSE,1845 1ST ST CHENEY,"Lucid Cheney, 1845, 1st Street, Cheney, Spokane County, Washington, 99004, United States",47.4980647,-117.5639544
1582,WAWA1.MM17Z,1/1/1900 00:00,1/5/2021 18:06,2201,,MOLECULE,603583159,51 MORGAN ST UNIT A,,DAVENPORT,WA,991229553,US,5092279683,dispensary,R072413,FALSE,2/27/2018 16:00,TRUE,51 MORGAN ST UNIT A DAVENPORT,,,
1583,WAWA1.MM180,1/1/1900 00:00,1/5/2021 18:06,2201,,TERP CANNABIS,604134299,6063B HIGHWAY 291,SUITE A,NINE MILE FALLS,WA,990269565,US,5097106899,dispensary,R426632,TRUE,6/29/2021 17:00,FALSE,6063B HIGHWAY 291 NINE MILE FALLS,,,
1584,WAWA1.MM181,1/1/1900 00:00,1/5/2021 18:06,2202,,CREDIBLE COMMODITIES,603564985,RETAIL TITLE CERTIFICATE,,EVERETT,WA,982015082,US,2066508928,dispensary,R421576,FALSE,12/30/2018 16:00,TRUE,RETAIL TITLE CERTIFICATE EVERETT,,,
1592,WAWA1.MM189,1/1/1900 00:00,1/5/2021 18:06,2211,,NIRVANA CANNABIS COMPANY,603359191,24713 E WELLESLEY AVE,,OTIS ORCHARDS,WA,990279709,US,5098082361,dispensary,R427666,TRUE,12/30/2021 16:00,FALSE,24713 E WELLESLEY AVE OTIS ORCHARDS,"24713, East Wellesley Avenue, East Farms, Otis Orchards-East Farms, Spokane County, Washington, 99027, United States",47.700415,-117.0738885
1593,WAWA1.MM18A,1/1/1900 00:00,1/5/2021 18:06,2211,,NIRVANA CANNABIS COMPANY,603359191,930 1\/2 VALLEY MALL PKWY,,EAST WENATCHEE,WA,988024402,US,5098082361,dispensary,R422329,TRUE,12/30/2021 16:00,FALSE,930 1\/2 VALLEY MALL PKWY EAST WENATCHEE,"930, Valley Mall Parkway, East Wenatchee, Douglas County, Washington, 98802, United States",47.4168486,-120.2941994
1594,WAWA1.MM18B,1/1/1900 00:00,1/5/2021 18:06,2211,,NIRVANA CANNABIS COMPANY,603359191,4950 ARENA RD,,RICHLAND,WA,993527857,US,5098082391,dispensary,R424951,TRUE,12/30/2021 16:00,FALSE,4950 ARENA RD RICHLAND,"Arena Road, West Richland, Benton County, Washington, 99352, United States",46.2570089,-119.3384376
1601,WAWA1.MM18I,1/1/1900 00:00,1/5/2021 18:06,2223,,GREEN FIRE CANNABIS,603327102,1956 1ST AVE S,,SEATTLE,WA,981341406,US,2066233792,dispensary,R350641,TRUE,8/30/2021 17:00,FALSE,1956 1ST AVE S SEATTLE,"1956, 1st Avenue South, International District/Chinatown, Seattle, King County, Washington, 98134, United States",47.5843967,-122.3339552
1602,WAWA1.MM18J,1/1/1900 00:00,1/5/2021 18:06,2224,,LOCAL ROOTS,604615081,1009 E YAKIMA AVE,,YAKIMA,WA,989012558,US,2063830943,dispensary,R422336,TRUE,6/29/2021 17:00,FALSE,1009 E YAKIMA AVE YAKIMA,"1009, East Yakima Avenue, Yakima, Yakima County, Washington, 98901, United States",46.60525192,-120.4906873
1609,WAWA1.MM18Q,1/1/1900 00:00,5/19/2020 20:15,2253,,KITSAP CANNABIS,603594581,2600 NW RANDALL WAY STE 103,SUITE 103,SILVERDALE,WA,983839427,US,3608658092,dispensary,R424117,TRUE,3/30/2021 17:00,FALSE,2600 NW RANDALL WAY STE 103 SILVERDALE,"2600, Northwest Randall Way, Silverdale, Kitsap County, Washington, 98383, United States",47.661376,-122.685156
1610,WAWA1.MM18R,1/1/1900 00:00,1/5/2021 18:06,2254,,EVERGREEN MARKET - KIRKLAND,603565313,11438 NE 124TH ST,,KIRKLAND,WA,980344305,US,4257652935,dispensary,R357129,TRUE,12/30/2021 16:00,FALSE,11438 NE 124TH ST KIRKLAND,"Evergreen Market, 11438, Northeast 124th Street, Juanita, Kirkland, King County, Washington, 98034, United States",47.71150865,-122.1875548
1617,WAWA1.MM18Y,1/1/1900 00:00,1/5/2021 18:06,2262,,TACOMA HOUSE OF CANNABIS,603518895,2632 S 38TH ST STE A,,TACOMA,WA,984097304,US,2532413261,dispensary,R424473,TRUE,6/29/2021 17:00,FALSE,2632 S 38TH ST STE A TACOMA,"2632, South 38th Street, Tacoma, Pierce County, Washington, 98409, United States",47.2224046,-122.4717713
1618,WAWA1.MM18Z,1/1/1900 00:00,1/5/2021 18:06,2262,,TWISP HOUSE OF CANNABIS,603518895,1017 E METHOW VALLEY HWY,,TWISP,WA,988560000,US,5099970996,dispensary,R400085,TRUE,6/29/2021 17:00,FALSE,1017 E METHOW VALLEY HWY TWISP,"Methow Valley Highway, Twisp, Okanogan County, Washington, 98856, United States",48.3703951,-120.1232359
1619,WAWA1.MM190,1/1/1900 00:00,1/5/2021 18:06,2263,,420 ELMA ON MAIN,603579263,306 W MAIN ST,,ELMA,WA,985410000,US,2539061919,dispensary,R426678,TRUE,1/30/2021 16:00,FALSE,306 W MAIN ST ELMA,"306, West Main Street, Elma, Grays Harbor County, Washington, 98541, United States",47.00402746,-123.4049715
1626,WAWA1.MM197,1/1/1900 00:00,1/5/2021 18:06,2277,,PEND OREILLE CANNABIS CO,603559078,124 RIVERSIDE AVE,,IONE,WA,991390000,US,5094423420,dispensary,R076189,TRUE,11/29/2021 16:00,FALSE,124 RIVERSIDE AVE IONE,"124, Riverside Avenue, Ione, Pend Oreille County, Washington, 99139, United States",48.73598597,-117.413538
1627,WAWA1.MM198,1/1/1900 00:00,1/5/2021 18:06,2279,,KUSH POINTE,603304206,11811 MUKILTEO SPEEDWAY,UNIT 111,MUKILTEO,WA,982755442,US,2065795394,dispensary,R421630,TRUE,1/30/2022 16:00,FALSE,11811 MUKILTEO SPEEDWAY MUKILTEO,"11811, Mukilteo Speedway, Mukilteo, Snohomish County, Washington, 98275, United States",47.89155382,-122.2859374
1631,WAWA1.MM19C,1/1/1900 00:00,1/5/2021 18:06,2297,,EXPONENTIAL 3,603578120,12802 BEL-RED RD STE B,,BELLEVUE,WA,980052603,US,2068527155,dispensary,R422001,FALSE,1/30/2019 16:00,TRUE,12802 BEL-RED RD STE B BELLEVUE,"Bel-Red Road, Bellevue, King County, Washington, 98007, United States",47.6242989,-122.1541113
1634,WAWA1.MM19F,1/1/1900 00:00,1/5/2021 18:06,2304,,SWEET RELIEF CANNABIS EXPRESS,603578490,"2947 E HWY 101  STE A, B",SUITE A AND B,PORT ANGELES,WA,983629059,US,3609096327,dispensary,R422460,TRUE,1/30/2021 16:00,FALSE,"2947 E HWY 101  STE A, B PORT ANGELES","E, O Street, Port Angeles, Clallam County, Washington, United States",48.118337,-123.4980505
1639,WAWA1.MM19K,1/1/1900 00:00,1/5/2021 18:06,2313,,HASHTAG CANNABIS,603565070,7829 LEARY WAY NE,,REDMOND,WA,980524338,US,2066508928,dispensary,R430254,TRUE,12/30/2021 16:00,FALSE,7829 LEARY WAY NE REDMOND,"Hashtag Cannabis and Supply Company, 7829, Leary Way Northeast, Redmond, King County, Washington, 98052, United States",47.6733215,-122.1235204
1643,WAWA1.MM19O,1/1/1900 00:00,1/5/2021 18:06,2321,,CHOICE CANNABIS,604284176,2427 W SIMS WAY STE F,STE F,PORT TOWNSEND,WA,983682247,US,3603794006,dispensary,R422466,TRUE,5/30/2021 17:00,FALSE,2427 W SIMS WAY STE F PORT TOWNSEND,"2427, West Sims Way, Business Park, Port Townsend, Jefferson County, Washington, 98368, United States",48.10061995,-122.8127955
1644,WAWA1.MM19P,1/1/1900 00:00,1/5/2021 18:06,2321,,CM&N ENTERPRISES,603594158,1821 SE 192ND AVE,,VANCOUVER,WA,986070000,US,2064987301,dispensary,R422527,FALSE,3/30/2018 17:00,TRUE,1821 SE 192ND AVE VANCOUVER,"Southeast 192nd Avenue, Fisher's Creek, Vancouver, Clark County, Washington, 98683, United States",45.5861063,-122.4733228
1645,WAWA1.MM19Q,1/1/1900 00:00,1/5/2021 18:06,2322,,GREEN2GO,603303136,214610 E SR 397,,KENNEWICK,WA,993377199,US,5095917100,dispensary,R422572,FALSE,5/30/2018 17:00,TRUE,214610 E SR 397 KENNEWICK,"East State Route 397, Kennewick, Benton County, Washington, 99337, United States",46.196591,-119.0858052
1646,WAWA1.MM19R,1/1/1900 00:00,1/5/2021 18:06,2322,,GREEN2GO TOKIO,603303136,2008 N DURRY RD UNIT 2,,SPRAGUE,WA,990329621,US,5095917100,dispensary,R422655,TRUE,5/30/2021 17:00,FALSE,2008 N DURRY RD UNIT 2 SPRAGUE,,,
1649,WAWA1.MM19U,1/1/1900 00:00,1/5/2021 18:06,2325,,UNCLE IKE'S,604598096,9822 15TH AVE SW STE B,SUITE B,SEATTLE,WA,981062850,US,2064203784,dispensary,R421514,TRUE,4/29/2021 17:00,FALSE,9822 15TH AVE SW STE B SEATTLE,"9822, 15th Avenue Southwest, Seattle, King County, Washington, 98106, United States",47.51492075,-122.3533408
1658,WAWA1.MM1A3,1/1/1900 00:00,1/5/2021 18:06,2339,,BETTER BUDS,603592436,841 NESS CORNER RD  STE B,STE B,PORT HADLOCK,WA,983399572,US,3607316611,dispensary,R421709,TRUE,3/30/2021 17:00,FALSE,841 NESS CORNER RD  STE B PORT HADLOCK,"841, Ness' Corner Road, Port Hadlock, Jefferson County, Washington, 98339, United States",48.03228125,-122.7615628
1669,WAWA1.MM1AE,1/1/1900 00:00,1/5/2021 18:06,2362,,CUTIE JUDY'S CANNABIS COMPANY,603382029,10 VALUE PARKWAY STE A,STE A,ELMA,WA,984455527,US,2532412948,dispensary,R422234,TRUE,3/30/2021 17:00,FALSE,10 VALUE PARKWAY STE A ELMA,"10, Elma Place, Cambridge, Region of Waterloo, Southwestern Ontario, Ontario, N3C 2T5, Canada",43.44047232,-80.29197301
1673,WAWA1.MM1AI,1/1/1900 00:00,12/29/2020 18:06,2375,,NXNW RETAIL LLC \/ CANNABIS AND GLASS,603351098,25101 E APPLEWAY AVE,,LIBERTY LAKE,WA,990190000,US,5093096974,dispensary,R428760,TRUE,11/29/2021 16:00,FALSE,25101 E APPLEWAY AVE LIBERTY LAKE,"25101, East Appleway Avenue, Liberty Lake, Spokane County, Washington, 99019, United States",47.68585863,-117.0692927
1675,WAWA1.MM1AK,1/1/1900 00:00,1/5/2021 18:06,2380,,NXNW RETAIL LLC\/CANNABIS & GLASS,603351098,9403 E TRENT AVE,,MILLWOOD,WA,992064218,US,5093096974,dispensary,R082587,TRUE,11/29/2021 16:00,FALSE,9403 E TRENT AVE MILLWOOD,"9403, East Trent Avenue, Millwood, Spokane Valley, Spokane County, Washington, 99206, United States",47.68200265,-117.2785676
1682,WAWA1.MM1AR,1/1/1900 00:00,1/5/2021 18:06,2397,,THE LUCKY LEAF,603572717,3411 N CAPITOL AVE STE A,,PASCO,WA,993010000,US,5096194887,dispensary,R413295,TRUE,1/30/2021 16:00,FALSE,3411 N CAPITOL AVE STE A PASCO,,,
1683,WAWA1.MM1AS,1/1/1900 00:00,1/5/2021 18:06,2398,,FREELAND CANNABIS COMPANY,603601846,18646 SR 525 STE B,STE B,FREELAND,WA,982498752,US,4255126880,dispensary,R422777,TRUE,3/30/2021 17:00,FALSE,18646 SR 525 STE B FREELAND,,,
1684,WAWA1.MM1AT,1/1/1900 00:00,1/5/2021 18:06,2399,,THE WEED SHOP,603572716,25171 SR 525,#2,GREENBANK,WA,982530000,US,4252603482,dispensary,R422457,TRUE,1/30/2022 16:00,FALSE,25171 SR 525 GREENBANK,"25171, State Route 525, Greenbank, Island County, Washington, 98253, United States",48.098913,-122.573553
1685,WAWA1.MM1AU,1/1/1900 00:00,1/5/2021 18:06,2400,,GREEN LADY MARIJUANA,603591162,7359 OLD PACIFIC HWY S,,KALAMA,WA,986250000,US,3607898891,dispensary,R423145,TRUE,2/27/2021 16:00,FALSE,7359 OLD PACIFIC HWY S KALAMA,"Old Pacific Highway South, Kalama, Cowlitz County, Washington, 98625, United States",45.9945713,-122.8296598
1687,WAWA1.MM1AW,1/1/1900 00:00,1/5/2021 18:06,2408,,IT IS LIT,603580900,1611 S SMITTYS BLVD  STE B,STE B,RITZVILLE,WA,991692264,US,5096600497,dispensary,R423203,TRUE,2/27/2021 16:00,FALSE,1611 S SMITTYS BLVD  STE B RITZVILLE,"Smitty's Boulevard, Ritzville, Adams County, Washington, 99169-1860, United States",47.1190509,-118.3659694
1688,WAWA1.MM1AX,1/1/1900 00:00,1/5/2021 18:06,2409,,TEAM CREME,604058884,RETAIL TITLE CERTIFICATE,,VANCOUVER,WA,986611246,US,5093276833,dispensary,R414663,FALSE,11/29/2018 16:00,TRUE,RETAIL TITLE CERTIFICATE VANCOUVER,,,
1689,WAWA1.MM1AY,1/1/1900 00:00,1/5/2021 18:06,2410,,BUD HUT,603602643,200 SUZANNE LANE STE D,,MOUNT VERNON,WA,982739514,US,3606681111,dispensary,R422781,TRUE,3/30/2021 17:00,FALSE,200 SUZANNE LANE STE D MOUNT VERNON,"200, Suzanne Lane, Mount Vernon, Skagit County, Washington, 98273, United States",48.392854,-122.3352015
1690,WAWA1.MM1AZ,1/1/1900 00:00,1/5/2021 18:06,2410,,BUD HUT,603602643,2200 TALLEY WAY  STE A,SUITE A,KELSO,WA,986265511,US,3606681111,dispensary,R422792,TRUE,3/30/2021 17:00,FALSE,2200 TALLEY WAY  STE A KELSO,"2200, Talley Way, Davis Terrace, Kelso, Cowlitz County, Washington, 98626, United States",46.122953,-122.896233
1694,WAWA1.MM1B3,1/1/1900 00:00,1/5/2021 18:06,2417,,MARIJUANA CLUB 99,603587119,1215 N LAKE SAMISH DR STE 2,,BELLINGHAM,WA,982299310,US,2533208712,dispensary,R415674,FALSE,2/27/2019 16:00,TRUE,1215 N LAKE SAMISH DR STE 2 BELLINGHAM,,,
1695,WAWA1.MM1B4,1/1/1900 00:00,1/5/2021 18:06,2417,,MARIJUANA CLUB 99,603587119,12631 HWY 99 STE A,,EVERETT,WA,982040000,US,4252688875,dispensary,R426895,TRUE,2/27/2021 16:00,FALSE,12631 HWY 99 STE A EVERETT,"State Highway 99, Cascade View, Everett, Snohomish County, Washington, 98203, United States",47.9149366,-122.2109921
1699,WAWA1.MM1B8,1/1/1900 00:00,1/5/2021 18:06,2429,,NSK CANNABIS,603354910,1212 N GRAND AVE,,PULLMAN,WA,991633427,US,2069308577,dispensary,R425584,TRUE,12/30/2021 16:00,FALSE,1212 N GRAND AVE PULLMAN,"Kush21 Pullman, 1212, North Grand Avenue, Pullman, Whitman County, Washington, 99163, United States",46.739313,-117.1726159
1709,WAWA1.MM1BI,1/1/1900 00:00,1/5/2021 18:06,2453,,MARIJUANA MART,603336094,530 7TH AVE STE D,,LONGVIEW,WA,986320000,US,3607891364,dispensary,R420400,TRUE,9/29/2021 17:00,FALSE,530 7TH AVE STE D LONGVIEW,"Marijuana Mart, 530, 7th Avenue, Longview, Cowlitz County, Washington, 98632, United States",46.1207004,-122.9326696
1710,WAWA1.MM1BJ,1/1/1900 00:00,1/5/2021 18:06,2454,,SIMPLY CANNABIS,603600649,208 E PINE ST,,SHELTON,WA,985841418,US,3604636073,dispensary,R425605,TRUE,4/29/2021 17:00,FALSE,208 E PINE ST SHELTON,"Evergreen Meadows Cannabis, 208, East Pine Street, Shelton, Mason County, Washington, 98584, United States",47.2151963,-123.0974629
1718,WAWA1.MM1BR,1/1/1900 00:00,1/5/2021 18:06,2468,,GOOBIE'S DOOBIES,603576471,28730 MAPLE VALLEY BLACK,DIAMOND RD SE STE A,MAPLE VALLEY,WA,980388195,US,2534595741,dispensary,R431222,TRUE,1/30/2021 16:00,FALSE,28730 MAPLE VALLEY BLACK MAPLE VALLEY,"Black Maple Way, Maple Valley Estates, Paramount, Washington County, Maryland, 21742, United States",39.6887295,-77.7045219
1719,WAWA1.MM1BS,1/1/1900 00:00,1/5/2021 18:06,2472,,BIRCH BAY BUDZ,604351013,8125 BIRCH BAY SQUARE ST #222,,BLAINE,WA,982309660,US,5092094569,dispensary,R429761,TRUE,11/29/2021 16:00,FALSE,8125 BIRCH BAY SQUARE ST #222 BLAINE,"Birch Bay Square, Blaine, Whatcom County, Washington, 98230, United States",48.93661075,-122.6672213
1721,WAWA1.MM1BU,1/1/1900 00:00,1/5/2021 18:06,2474,,BLOOM,604344750,10707 PACIFIC AVE S SUITE D,,TACOMA,WA,984446098,US,0,dispensary,R414103,TRUE,10/30/2021 17:00,FALSE,10707 PACIFIC AVE S SUITE D TACOMA,"Tacoma Art Museum, 1701, Pacific Avenue, G Street Neighborhood, Tacoma, Pierce County, Washington, 98402, United States",47.2475134,-122.4368052
1722,WAWA1.MM1BV,1/1/1900 00:00,1/5/2021 18:06,2474,,BLOOM CANNABIS,604344750,11311 HWY 99,,EVERETT,WA,982044816,US,0,dispensary,R350766,TRUE,10/30/2021 17:00,FALSE,11311 HWY 99 EVERETT,"State Highway 99, Cascade View, Everett, Snohomish County, Washington, 98203, United States",47.9149366,-122.2109921
1724,WAWA1.MM1BX,1/1/1900 00:00,1/5/2021 18:06,2479,,FLOYDS,603571075,410 W STATE ST,,SEDRO WOOLLEY,WA,982841557,US,3605884473,dispensary,R422049,TRUE,12/30/2021 16:00,FALSE,410 W STATE ST SEDRO WOOLLEY,"Floyd's Cannabis Co, 410, West State Street, Sedro-Woolley, Skagit County, Washington, 98284, United States",48.50320005,-122.2464854
1727,WAWA1.MM1C0,1/1/1900 00:00,1/5/2021 18:06,2490,,W.V.S. LLC,603568472,RETAIL TITLE CERTIFICATE,,EVERETT,WA,982043757,US,2062715468,dispensary,R422399,FALSE,12/30/2018 16:00,TRUE,RETAIL TITLE CERTIFICATE EVERETT,,,
1736,WAWA1.MM1C9,1/1/1900 00:00,1/5/2021 18:06,2507,,THE SLOW BURN,603413942,4278C W VAN GIESEN ST,,WEST RICHLAND,WA,993535066,US,5093140968,dispensary,R414996,TRUE,6/29/2021 17:00,FALSE,4278C W VAN GIESEN ST WEST RICHLAND,,,
1739,WAWA1.MM1CC,1/1/1900 00:00,1/5/2021 18:06,2513,,MARIJUANA MART,603351341,405 E UNION ST,,CENTRALIA,WA,985313759,US,3607891364,dispensary,R422450,TRUE,11/29/2020 16:00,FALSE,405 E UNION ST CENTRALIA,"405, East Union Street, Centralia, Lewis County, Washington, 98531, United States",46.70208755,-122.9550613
1742,WAWA1.MM1CF,1/1/1900 00:00,1/5/2021 18:06,2522,,ARISTOCRAT CANNABIS,603588936,285 CANAL RD,,TOUTLE,WA,986499703,US,2066596531,dispensary,R422420,FALSE,2/27/2019 16:00,TRUE,285 CANAL RD TOUTLE,"285, Toutle Park Road, Cowlitz County, Washington, 98611, United States",46.32096022,-122.9087157
1755,WAWA1.MM1CS,1/1/1900 00:00,1/5/2021 18:06,2570,,SOUTH BELLINGHAM BUDS,603434198,1215 N LAKE SAMISH DR UNIT 1,,BELLINGHAM,WA,982299310,US,3038295712,dispensary,R422930,TRUE,9/29/2021 17:00,FALSE,1215 N LAKE SAMISH DR UNIT 1 BELLINGHAM,,,
1756,WAWA1.MM1CT,1/1/1900 00:00,1/5/2021 18:06,2571,,2020 SOLUTIONS PACIFIC HIGHWAY,604349023,4770 PACIFIC HWY STE A,,BELLINGHAM,WA,982269049,US,3607342020,dispensary,R420908,TRUE,10/30/2021 17:00,FALSE,4770 PACIFIC HWY STE A BELLINGHAM,"Wiki Wiki Airport Parking, 4770, Pacific Highway, Bellingham, Whatcom County, Washington, 98226, United States",48.8145708,-122.5440798
1761,WAWA1.MM1CY,1/1/1900 00:00,1/5/2021 18:06,2579,,CANNABIS SUPER STORE LLC,603546266,RETAIL TITLE CERTIFICATE,,BAINBRIDGE ISLAND,WA,981102188,US,4255030962,dispensary,R422745,FALSE,9/29/2020 17:00,TRUE,RETAIL TITLE CERTIFICATE BAINBRIDGE ISLAND,,,
1762,WAWA1.MM1CZ,1/1/1900 00:00,1/5/2021 18:06,2579,,CANNABIS SUPER STORE,603546266,705 EAST 1ST ST,,CLE ELUM,WA,989221252,US,5096745356,dispensary,R402780,TRUE,9/29/2021 17:00,FALSE,705 EAST 1ST ST CLE ELUM,"705, East 1st Street, Cle Elum, Kittitas County, Washington, 98922, United States",47.19334949,-120.925614
1765,WAWA1.MM1D2,1/1/1900 00:00,1/5/2021 18:06,2586,,ALIEN COMMANDER LLC,604342595,RETAIL TITLE CERTIFICATE,,BELLEVUE,WA,980040000,US,2064099468,dispensary,R422663,FALSE,1/30/2020 16:00,TRUE,RETAIL TITLE CERTIFICATE BELLEVUE,,,
1772,WAWA1.MM1D9,1/1/1900 00:00,1/5/2021 18:06,2600,,FORBIDDEN FLOWER,603590587,13003 TUKWILA INTERNATIONAL BL,UNIT A,TUKWILA,WA,981683139,US,2062350635,dispensary,R422303,TRUE,2/27/2021 16:00,FALSE,13003 TUKWILA INTERNATIONAL BL TUKWILA,,,
1774,WAWA1.MM1DB,1/1/1900 00:00,1/5/2021 18:06,2605,,FLOYD'S CANNABIS CO.,604267471,1403 E 1ST STREET,,PORT ANGELES,WA,983624607,US,0,dispensary,R414223,TRUE,4/29/2021 17:00,FALSE,1403 E 1ST STREET PORT ANGELES,"1403, East 1st Street, Port Angeles, Clallam County, Washington, 98362, United States",48.10871515,-123.4080807
